Sektor,Kjonn,Alder,ForelopigEndelig,ContentsCode,Tid,value
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M04,46760
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2016M04,820875
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2017M04,834928
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2018M04,853864
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2019M04,876476
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2020M04,864219
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2021M04,863341
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2022M04,910360
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2023M04,924911
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2024M04,927931
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2016M04,900659
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2017M04,916853
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2018M04,940432
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2019M04,966403
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2020M04,945025
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2021M04,943394
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2022M04,1008463
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2023M04,1024410
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2024M04,1028752
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M04,34690
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M04,34860
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M04,35820
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M04,37050
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M04,36620
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M04,39890
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M04,42200
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M04,43480
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M04,46420
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2016M04,857089
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2017M04,863108
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2018M04,868057
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2019M04,880018
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2020M04,865444
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2021M04,856940
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2022M04,883317
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2023M04,885145
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2024M04,879612
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M04,932516
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M04,938942
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M04,946608
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M04,961528
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M04,942734
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M04,933000
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M04,969861
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M04,974249
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M04,970050
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M04,43640
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M04,44340
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M04,46140
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M04,47070
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M04,46750
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M04,50460
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M04,53080
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M04,54640
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M04,57700
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2016M04,863151
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2017M04,869357
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2018M04,874917
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2019M04,886846
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2020M04,872868
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2021M04,866669
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2022M04,890712
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2023M04,893110
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2024M04,889167
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2016M04,939433
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2017M04,945687
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2018M04,953805
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2019M04,968656
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2020M04,948337
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2021M04,942911
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2022M04,977930
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2023M04,983119
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2024M04,980984
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M04,43330
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M04,44090
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M04,45730
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M04,46800
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M04,46430
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M04,49960
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M04,52840
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M04,54240
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M04,57390
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2016M04,440533
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2017M04,446503
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2018M04,454461
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2019M04,467068
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2020M04,468411
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2021M04,475818
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2022M04,497601
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2023M04,510214
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2024M04,522195
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M04,472617
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M04,479387
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M04,488581
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M04,502854
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M04,502197
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M04,510123
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M04,535707
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M04,550117
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M04,563239
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M04,41190
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M04,42200
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M04,44380
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M04,45340
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M04,45710
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M04,48920
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M04,52170
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M04,54030
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M04,57640
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2016M04,443534
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2017M04,449705
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2018M04,458120
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2019M04,470524
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2020M04,472514
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2021M04,480522
