Sektor,Kjonn,Alder,ForelopigEndelig,ContentsCode,Tid,value
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2019M08,2697451
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2020M08,2620976
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2021M08,2700987
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2022M08,2798385
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2023M08,2827488
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall lønnstakere,2024M08,2849968
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2016M08,2800876
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2017M08,2849744
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2018M08,2904719
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2019M08,2961355
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2020M08,2852339
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2021M08,2981469
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2022M08,3099279
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2023M08,3129637
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2024M08,3163511
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M08,33280
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M08,34170
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M08,35110
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M08,36610
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M08,37680
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M08,38650
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M08,39920
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M08,42540
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M08,44850
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2016M08,357329
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2017M08,364409
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2018M08,367799
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2019M08,372382
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2020M08,350677
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2021M08,374585
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2022M08,396005
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2023M08,401311
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2024M08,403146
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M08,411320
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M08,421294
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M08,426233
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M08,432549
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M08,401893
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M08,443434
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M08,469902
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M08,475126
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M08,480889
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M08,15690
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M08,16090
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M08,16540
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M08,17280
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M08,17830
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M08,18050
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M08,18120
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M08,19200
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M08,20090
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2016M08,373626
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2017M08,379830
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2018M08,384326
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2019M08,388569
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2020M08,363428
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2021M08,390478
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2022M08,415751
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2023M08,419767
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2024M08,422820
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2016M08,428554
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2017M08,436393
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2018M08,443291
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2019M08,449954
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2020M08,414669
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2021M08,460448
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2022M08,492013
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2023M08,495477
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2024M08,503343
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M08,15080
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M08,15510
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M08,15900
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M08,16570
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M08,17320
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M08,17360
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M08,17240
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M08,18400
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M08,19180
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2016M08,815961
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2017M08,837388
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2018M08,856008
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2019M08,874915
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2020M08,851214
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2021M08,874046
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2022M08,907378
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2023M08,917882
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2024M08,921084
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M08,890806
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M08,916124
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M08,938949
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M08,960920
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M08,925870
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M08,963916
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M08,1002419
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M08,1012311
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M08,1017058
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M08,32980
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M08,33620
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M08,34600
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M08,36150
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M08,36970
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M08,38320
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M08,39890
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M08,42740
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M08,45300
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2016M08,833489
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2017M08,853095
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2018M08,872705
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2019M08,890568
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2020M08,866430
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2021M08,890066
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2022M08,923980
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2023M08,933010
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2024M08,936669
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2016M08,910225
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2017M08,932172
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2018M08,956745
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2019M08,978111
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2020M08,941252
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2021M08,981374
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2022M08,1021921
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2023M08,1029803
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2024M08,1036136
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M08,32320
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M08,33030
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M08,33970
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M08,35500
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M08,36460
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M08,37650
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M08,39170
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M08,42040
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M08,44540
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2016M08,853540
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2017M08,862859
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2018M08,868715
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2019M08,878070
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2020M08,855913
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2021M08,865136
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2022M08,881125
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2023M08,881450
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2024M08,879018
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M08,921696
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M08,932332
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M08,941307
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M08,953196
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M08,925514
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M08,943334
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M08,963193
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M08,965026
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M08,963431
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M08,40950
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M08,42050
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M08,43170
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M08,44880
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M08,45560
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M08,47320
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M08,49020
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M08,51960
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M08,54740
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2016M08,865331
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2017M08,873574
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2018M08,880248
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2019M08,889544
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2020M08,868219
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2021M08,877403
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2022M08,893821
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2023M08,893058
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2024M08,890981
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2016M08,935725
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2017M08,944693
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2018M08,954418
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2019M08,966847
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2020M08,938802
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2021M08,957511
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2022M08,979047
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2023M08,979573
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2024M08,979325
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M08,40350
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M08,41480
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M08,42560
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M08,44250
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M08,45020
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M08,46630
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M08,48290
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M08,51230
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M08,53950
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2016M08,437708
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2017M08,445439
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2018M08,454802
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2019M08,466464
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2020M08,465224
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2021M08,480498
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2022M08,497158
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2023M08,510214
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2024M08,523550
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M08,467669
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M08,476310
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M08,487061
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M08,499596
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M08,496355
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M08,514998
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M08,533318
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M08,547691
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M08,562515
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M08,39400
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M08,40690
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M08,42020
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M08,43950
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M08,44670
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M08,46680
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M08,48880
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M08,51970
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M08,54890
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2016M08,443553
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2017M08,450970
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2018M08,460728
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2019M08,472907
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2020M08,471556
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2021M08,486982
