Sektor,Kjonn,Alder,ForelopigEndelig,ContentsCode,Tid,value
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2018M10,2891644
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2019M10,2946833
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2020M10,2871806
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2021M10,3004701
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2022M10,3095167
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2023M10,3120806
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Antall jobber (arbeidsforhold),2024M10,3147714
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M10,34740
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M10,35560
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M10,36830
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M10,38340
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M10,39410
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M10,40790
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M10,42400
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M10,45350
Sum alle sektorer,Begge kjønn,Alle aldre,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M10,47530
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2016M10,319063
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2017M10,324215
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2018M10,327117
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2019M10,331673
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2020M10,317749
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2021M10,340488
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2022M10,360053
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2023M10,363297
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall lønnstakere,2024M10,366113
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M10,371295
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M10,378766
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M10,382959
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M10,388657
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M10,369953
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M10,407967
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M10,431787
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M10,436239
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M10,441110
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M10,14630
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M10,14910
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M10,15410
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M10,16200
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M10,16660
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M10,16780
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M10,17270
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M10,18260
Sum alle sektorer,Begge kjønn,Under 25 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M10,18980
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2016M10,332295
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2017M10,336592
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2018M10,339746
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2019M10,345091
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2020M10,328504
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2021M10,354231
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2022M10,375190
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2023M10,376996
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall lønnstakere,2024M10,380708
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2016M10,384125
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2017M10,389866
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2018M10,394826
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2019M10,401838
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2020M10,380343
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2021M10,421334
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2022M10,447134
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2023M10,449755
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Antall jobber (arbeidsforhold),2024M10,456611
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M10,14160
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M10,14500
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M10,14990
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M10,15700
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M10,16180
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M10,16270
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M10,16710
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M10,17730
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M10,18390
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2016M10,826895
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2017M10,847120
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2018M10,865343
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2019M10,882469
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2020M10,868918
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2021M10,893518
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2022M10,920875
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2023M10,926617
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2024M10,928779
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M10,910596
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M10,935271
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M10,956800
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M10,976591
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M10,954752
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M10,995795
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M10,1025179
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M10,1030702
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M10,1032808
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M10,34280
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M10,34840
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M10,36050
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M10,37760
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M10,38710
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M10,40300
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M10,42280
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M10,45320
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M10,47540
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2016M10,839060
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2017M10,857509
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2018M10,877083
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2019M10,893967
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2020M10,876615
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2021M10,903279
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2022M10,931230
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2023M10,935957
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2024M10,940685
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2016M10,922472
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2017M10,944646
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2018M10,968192
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2019M10,988274
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2020M10,962014
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2021M10,1005318
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2022M10,1035992
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2023M10,1040291
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2024M10,1045831
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M10,33890
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M10,34530
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M10,35760
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M10,37370
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M10,38440
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M10,39980
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M10,41900
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M10,44970
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M10,47180
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2016M10,863141
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2017M10,872314
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2018M10,877972
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2019M10,885381
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2020M10,872178
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2021M10,881335
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2022M10,892335
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2023M10,890615
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2024M10,885513
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M10,939098
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M10,950061
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M10,957945
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M10,968813
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M10,950866
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M10,970416
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M10,983426
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M10,983150
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M10,977937
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M10,42370
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M10,43290
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M10,44820
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M10,46450
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M10,47230
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M10,49400
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M10,51440
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M10,54870
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M10,57450
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2016M10,872032
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2017M10,879074
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2018M10,886736
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2019M10,893477
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2020M10,877588
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2021M10,888104
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2022M10,899544
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2023M10,896950
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2024M10,893433
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2016M10,948840
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2017M10,957096
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2018M10,967666
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2019M10,978035
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2020M10,956704
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2021M10,977848
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2022M10,991645
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2023M10,990222
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2024M10,987458
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M10,41970
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M10,43010
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M10,44510
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M10,46130
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M10,46990
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M10,49080
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M10,51090
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M10,54550
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M10,57070
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2016M10,442898
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2017M10,451472
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2018M10,460462
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2019M10,472619
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2020M10,475488
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2021M10,490795
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2022M10,505796
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2023M10,518725
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2024M10,530700
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M10,475512
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M10,485255
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M10,495017
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M10,509169
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M10,510082
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M10,529826
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M10,545744
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M10,560484
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M10,573016
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M10,40420
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M10,41570
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M10,43170
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M10,45110
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M10,46010
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M10,48480
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M10,50700
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M10,54320
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M10,57370
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2016M10,447451
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2017M10,454801
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2018M10,465199
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2019M10,477240
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2020M10,478323
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2021M10,494534
