Sektor,Kjonn,Alder,ForelopigEndelig,ContentsCode,Tid,value
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M05,16860
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M05,17510
Sum alle sektorer,Begge kjønn,Under 25 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M05,18530
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2016M05,814690
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2017M05,831158
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2018M05,849529
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2019M05,870454
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2020M05,849354
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2021M05,855369
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2022M05,905153
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2023M05,918444
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall lønnstakere,2024M05,921288
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M05,895774
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M05,914819
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M05,938956
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M05,960858
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M05,925218
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M05,937339
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M05,1005708
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M05,1019295
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M05,1021985
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M05,35710
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M05,36110
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M05,36980
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M05,38420
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M05,38710
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M05,41930
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M05,42840
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M05,45050
Sum alle sektorer,Begge kjønn,25-39 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M05,47780
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2016M05,824258
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2017M05,840564
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2018M05,860535
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2019M05,880741
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2020M05,861118
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2021M05,867263
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2022M05,914857
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2023M05,927364
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall lønnstakere,2024M05,930491
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2016M05,905254
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2017M05,923590
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2018M05,948998
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2019M05,971294
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2020M05,933337
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2021M05,950140
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2022M05,1015407
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2023M05,1028409
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Antall jobber (arbeidsforhold),2024M05,1032339
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M05,35400
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M05,35830
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M05,36690
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M05,38050
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M05,38380
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M05,41450
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M05,42550
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M05,44740
Sum alle sektorer,Begge kjønn,25-39 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M05,47390
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2016M05,858784
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2017M05,865565
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2018M05,872194
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2019M05,883100
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2020M05,863714
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2021M05,861126
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2022M05,886658
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2023M05,887658
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall lønnstakere,2024M05,884178
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M05,934945
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M05,941940
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M05,951488
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M05,964467
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M05,935379
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M05,938315
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M05,974753
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M05,977808
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M05,975041
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M05,44170
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M05,45160
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M05,46400
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M05,47830
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M05,48540
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M05,51600
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M05,53150
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M05,55510
Sum alle sektorer,Begge kjønn,40-54 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M05,58380
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2016M05,865701
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2017M05,872333
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2018M05,879567
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2019M05,889928
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2020M05,871737
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2021M05,868747
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2022M05,893493
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2023M05,894540
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall lønnstakere,2024M05,890656
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2016M05,942476
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2017M05,949127
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2018M05,959066
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2019M05,971925
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2020M05,941941
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2021M05,946521
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2022M05,982129
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2023M05,985384
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Antall jobber (arbeidsforhold),2024M05,982567
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2016M05,43880
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2017M05,44880
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2018M05,46140
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2019M05,47510
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2020M05,48190
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2021M05,51250
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2022M05,52900
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2023M05,55240
Sum alle sektorer,Begge kjønn,40-54 år,Endelige tall,Gjennomsnittlig kontantlønn (kr),2024M05,57970
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2016M05,442172
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2017M05,448663
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2018M05,457679
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2019M05,469625
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2020M05,469082
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2021M05,479726
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2022M05,500475
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2023M05,513527
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall lønnstakere,2024M05,526973
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2016M05,474621
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2017M05,481874
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2018M05,492271
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2019M05,505306
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2020M05,500848
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2021M05,514474
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2022M05,539081
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2023M05,553982
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Antall jobber (arbeidsforhold),2024M05,568732
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2016M05,42000
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2017M05,43250
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2018M05,44760
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2019M05,46470
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2020M05,47580
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2021M05,50450
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2022M05,52320
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2023M05,54960
Sum alle sektorer,Begge kjønn,55-66 år,Foreløpige tall,Gjennomsnittlig kontantlønn (kr),2024M05,58280
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2016M05,445627
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2017M05,452047
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2018M05,461468
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2019M05,472981
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2020M05,473071
Sum alle sektorer,Begge kjønn,55-66 år,Endelige tall,Antall lønnstakere,2021M05,483621
